Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Guinea-Bissau,"Inflation, average consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1997 cannot be confirmed by national sources at this time. Harmonized prices: No. The data cover only the national capital, Bissau. Frequency of source data: Monthly Base year: 2008 Primary domestic currency: CFA franc Data last updated: 08/2019",0.071,0.101,0.117,0.145,0.239,0.508,0.642,1.2,1.923,3.477,4.625,7.288,12.35,18.305,21.084,30.599,46.184,68.844,74.401,72.844,79.116,81.689,84.386,81.454,82.123,84.881,86.538,90.543,100,98.363,99.416,104.442,106.594,107.425,106.317,107.892,109.508,110.667,112.258,109.366,110.761,112.932,115.756,118.65,121.616,2018
Guinea-Bissau,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",64.762,41.94,16.542,23.309,64.855,112.71,26.548,86.771,60.309,80.788,33.001,57.599,69.444,48.227,15.176,45.133,50.933,49.065,8.071,-2.092,8.61,3.252,3.302,-3.474,0.821,3.358,1.953,4.627,10.445,-1.637,1.071,5.055,2.061,0.779,-1.032,1.481,1.498,1.058,1.438,-2.577,1.276,1.96,2.5,2.5,2.5,2018
Guinea-Bissau,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1997 cannot be confirmed by national sources at this time. Harmonized prices: No. The data cover only the national capital, Bissau. Frequency of source data: Monthly Base year: 2008 Primary domestic currency: CFA franc Data last updated: 08/2019",0.066,0.083,0.1,0.146,0.285,0.439,0.784,1.544,2.321,3.873,5.118,8.194,15.297,19.994,23.848,35.693,59.103,68.996,74.471,68.572,80.012,78.502,80.479,81.064,83.404,83.655,86.329,94.352,102.542,96.023,101.5,105,106.7,106.6,106.5,109.1,110.8,109.4,115.8,117.489,115.898,113.675,116.517,119.43,122.415,2018
Guinea-Bissau,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,27.04,20.184,46.25,94.642,54.101,78.517,96.877,50.32,66.839,32.138,60.099,86.697,30.7,19.277,49.669,65.59,16.738,7.936,-7.922,16.684,-1.888,2.519,0.727,2.887,0.301,3.197,9.293,8.68,-6.357,5.703,3.448,1.619,-0.094,-0.094,2.441,1.558,-1.264,5.85,1.458,-1.354,-1.918,2.5,2.5,2.5,2018
Guinea-Bissau,Current account balance,U.S. dollars,Billions,"Source: Central Bank. Central Bank of West African States (BCEAO). Latest actual data: 2018 Notes: Data prior to 1997 cannot be confirmed by national sources at this time. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). The data were recently produced and are rather of a poor quality. STA is working with the authorities to address issues. Primary domestic currency: CFA franc Data last updated: 08/2019",-0.061,-0.039,-0.08,-0.072,-0.066,-0.076,-0.05,-0.045,-0.056,-0.08,-0.045,-0.075,-0.097,-0.062,-0.046,-0.035,-0.044,-0.033,-0.021,-0.013,0.011,-0.016,-0.015,-0.014,-0.009,-0.01,-0.039,-0.031,-0.029,-0.048,-0.071,-0.014,-0.083,-0.048,0.006,0.019,0.015,0.004,-0.065,-0.059,-0.056,-0.058,-0.049,-0.047,-0.045,2018
Guinea-Bissau,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-35.714,-17.606,-31.964,-25.663,-33.572,-26.442,-17.829,-19.02,-25.258,-30.203,-13.987,-16.537,-19.409,-16.066,-10.57,-7.655,-10.163,-7.914,-5.595,-3.129,2.934,-4.203,-3.732,-2.925,-1.722,-1.782,-6.666,-4.401,-3.318,-5.783,-8.328,-1.271,-8.407,-4.609,0.532,1.851,1.266,0.285,-4.542,-4.207,-3.69,-3.585,-2.768,-2.465,-2.184,2018
Kenya,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",4.66,4.697,4.894,5.225,5.577,5.893,6.333,6.493,6.613,7.002,7.486,8.116,9.241,11.317,12.504,13.66,16.246,17.787,18.728,19.192,19.957,19.918,19.866,20.784,21.689,22.085,23.765,25.024,28.266,31.317,31.604,34.298,36.809,38.044,40.367,43.956,45.92,49.845,50.041,52.642,55.177,57.407,59.728,62.147,64.437,2018
Kenya,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Kenya shillings Data last updated: 09/2019,7.495,8.365,10.094,11.244,12.4,14.013,14.368,15.61,17.524,19.94,23.486,28.203,35.912,52.424,67.53,68.579,74.658,83.689,88.386,92.79,100,105.824,108.106,114.574,124.176,133.89,141.978,148.033,170.388,188.367,196.484,224.036,245.046,259.056,276.874,295.099,313.742,338.794,354.683,374.58,394.451,414.266,433.135,454.841,477.635,2018
Kenya,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",13.858,11.603,20.667,11.398,10.284,13.007,2.534,8.638,12.265,13.789,17.782,20.084,27.332,45.979,28.814,1.554,8.864,12.096,5.612,4.984,7.77,5.824,2.156,5.983,8.381,7.823,6.041,4.265,15.101,10.552,4.309,14.022,9.378,5.717,6.878,6.582,6.318,7.985,4.69,5.61,5.305,5.023,4.555,5.011,5.011,2018
Kenya,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Kenya shillings Data last updated: 09/2019,7.879,9.401,10.692,11.718,12.997,14.327,14.937,16.364,18.586,21.104,25.986,29.747,39.762,61.512,65.579,70.097,77.572,80.874,85.068,91.916,100,102.923,106.488,111.461,124.605,130.725,140.289,148.146,171.076,184.789,195.442,232.447,239.886,257.035,272.505,294.325,313.013,327.085,345.763,367.225,390.172,405.823,426.161,447.518,469.945,2018
Kenya,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",13.1,19.318,13.73,9.598,10.916,10.231,4.255,9.556,13.578,13.546,23.134,14.473,33.668,54.7,6.612,6.89,10.664,4.256,5.186,8.05,8.795,2.923,3.464,4.67,11.792,4.912,7.316,5.6,15.478,8.016,5.765,18.934,3.2,7.149,6.019,8.007,6.35,4.496,5.711,6.207,6.249,4.011,5.011,5.011,5.011,2018
Kenya,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Kenya shillings Data last updated: 09/2019",-0.876,-0.562,-0.305,-0.047,-0.127,-0.115,-0.045,-0.502,-0.471,-0.59,-0.705,-0.288,-0.357,0.898,0.729,-0.283,0.066,0.063,0.281,1.058,-0.199,-0.32,-0.118,0.132,-0.132,-0.275,-0.501,-1.058,-1.961,-1.633,-2.37,-3.836,-4.216,-4.842,-6.381,-4.299,-3.385,-4.871,-4.364,-4.592,-5.047,-5.487,-5.985,-6.688,-7.394,2018
Kenya,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.676,-5.904,-3.334,-0.558,-1.444,-1.315,-0.433,-4.409,-3.992,-5.044,-5.79,-2.501,-3.155,11.417,7.733,-2.369,0.485,0.459,1.787,7.37,-1.41,-2.203,-0.797,0.788,-0.729,-1.311,-1.939,-3.31,-5.462,-4.411,-5.926,-9.206,-8.362,-8.783,-10.368,-6.693,-4.892,-6.19,-4.963,-4.657,-4.625,-4.59,-4.556,-4.622,-4.655,2018
Lesotho,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.561,0.565,0.521,0.551,0.59,0.673,0.754,0.845,0.96,1.05,1.145,1.28,1.411,1.519,1.631,1.784,1.874,2.012,2.169,2.282,2.35,2.531,2.739,2.755,2.852,2.942,3.079,3.349,3.588,3.604,3.752,3.923,4.008,4.332,4.752,5.066,5.188,5.175,5.302,5.508,5.731,5.913,6.096,6.319,6.55,2017
Lesotho,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2016 Primary domestic currency: Lesotho loti Data last updated: 07/2019,3.986,4.458,5.1,5.868,6.547,7.529,8.71,9.759,10.969,12.578,14.083,16.519,19.509,21.592,23.385,25.659,27.94,30.28,32.774,35.322,37.463,40.446,45.386,48.265,50.505,52.345,55.663,60.771,67.266,71.189,73.544,77.96,82.222,86.334,90.275,94.157,100,104.459,109.418,115.874,122.478,129.215,136.322,143.819,151.729,2018
Lesotho,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",19.629,11.853,14.397,15.06,11.57,14.988,15.694,12.035,12.401,14.671,11.967,17.3,18.095,10.678,8.304,9.724,8.89,8.376,8.237,7.774,6.06,7.965,12.212,6.343,4.641,3.645,6.337,9.177,10.688,5.832,3.307,6.005,5.467,5,4.565,4.3,6.206,4.459,4.747,5.9,5.7,5.5,5.5,5.5,5.5,2018
Lesotho,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2016 Primary domestic currency: Lesotho loti Data last updated: 07/2019,4.259,4.791,5.708,6.3,7.01,8.4,9.464,10.322,11.949,13.398,15.764,18.367,21.177,22.478,24.874,27.181,29.577,31.736,34.575,36.764,39.337,43.627,46.994,49.42,51.245,53.86,57.054,63.13,69.784,72.259,74.869,80.246,84.234,88.871,90.659,97.441,101.77,106.691,112.279,119.016,125.324,132.217,139.488,147.16,155.254,2018
Lesotho,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,12.5,19.136,10.363,11.268,19.831,12.676,9.063,15.759,12.129,17.66,16.51,15.298,6.145,10.658,9.275,8.814,7.3,8.947,6.33,6.999,10.906,7.719,5.163,3.693,5.102,5.93,10.65,10.541,3.547,3.612,7.182,4.969,5.504,2.012,7.481,4.443,4.835,5.238,6,5.3,5.5,5.5,5.5,5.5,2018
Lesotho,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017/18 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Lesotho loti Data last updated: 07/2019",-0.039,-0.052,0.133,0.17,0.174,0.147,0.162,0.218,0.082,0.087,0.183,-0.237,-0.167,-0.079,-0.067,-0.195,-0.253,-0.312,-0.183,-0.244,-0.043,0.039,0.056,0.027,0.156,0.152,0.306,0.358,0.314,0.033,-0.224,-0.373,-0.222,-0.128,-0.128,-0.093,-0.204,-0.126,-0.235,-0.401,-0.137,-0.274,-0.514,-0.328,-0.193,2018
Lesotho,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.229,-10.973,33.508,39.073,44.528,47.248,45.087,46.476,15.501,15.677,27.495,-31.407,-19,-9.052,-7.286,-18.78,-25.735,-30.162,-19.209,-26.006,-4.699,5.2,6.786,2.295,10.469,9.534,18.696,18.93,17.912,1.606,-8.873,-13.437,-8.357,-5.102,-4.851,-3.992,-8.428,-4.704,-8.647,-14.636,-4.878,-9.231,-16.178,-9.899,-5.586,2017
Liberia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.312,0.307,0.297,0.331,0.372,0.36,0.38,0.401,0.467,0.451,0.474,0.517,0.531,0.54,0.539,0.538,0.561,0.538,0.513,0.498,0.482,0.474,0.495,0.496,0.497,2018
Liberia,"Inflation, average consumer prices",Index,,Source: Central Bank of Liberia Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. 12-month average Primary domestic currency: U.S. dollars Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,94.967,100,112.149,128.03,141.256,146.277,156.436,171.319,190.834,224.212,240.864,258.426,280.358,299.511,322.208,353.972,381.375,415.104,466.72,576.618,704.678,849.137,997.736,"1,242.18","1,540.30","1,748.25",2018
Liberia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.3,12.149,14.16,10.33,3.555,6.945,9.514,11.391,17.49,7.427,7.291,8.487,6.832,7.578,9.858,7.742,8.844,12.435,23.547,22.209,20.5,17.5,24.5,24,13.5,2018
Liberia,"Inflation, end of period consumer prices",Index,,Source: Central Bank of Liberia Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. 12-month average Primary domestic currency: U.S. dollars Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.575,97.932,101.07,120.589,133.968,140.716,151.303,161.895,181.178,202.301,221.294,242.777,258.844,288.479,310.718,337.111,362.936,392.113,441.196,502.496,645.833,778.567,926.495,"1,074.73","1,429.40","1,643.81","1,841.06",2018
Liberia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.123,3.204,19.313,11.095,5.037,7.524,7,11.911,11.659,9.388,9.708,6.618,11.449,7.709,8.494,7.661,8.039,12.518,13.894,28.525,20.552,19,16,33,15,12,2018
Liberia,Current account balance,U.S. dollars,Billions,"Source: Central Bank of Liberia Latest actual data: 2018 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5). Authorities provided data in BPM5.  Country team converted them to BPM6. Primary domestic currency: U.S. dollars Data last updated: 09/2019",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.106,-0.087,-0.026,-0.1,-0.055,0.021,-0.082,-0.058,-0.505,-0.265,-0.414,-0.422,-0.47,-0.664,-0.828,-0.844,-0.608,-0.769,-0.761,-0.683,-0.678,-0.722,-0.486,-0.525,-0.548,2018
Liberia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.087,-9.646,-2.798,-13.373,-6.159,2.207,-7.288,-4.247,-29.289,-15.008,-20.702,-17.605,-17.253,-21.664,-26.386,-26.675,-18.55,-23.404,-23.428,-21.2,-20.996,-22.03,-14.081,-14.932,-14.711,2018
Madagascar,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",21.756,25.204,30.549,35.71,37.982,40.652,45.496,54.623,63.925,68.882,74.004,81.541,89.69,98.973,137.224,195.123,225.785,238.138,255.381,276.406,290.463,304.993,345.057,348.131,387.496,443.987,478.659,513.462,549.446,590.943,635.454,673.73,697.281,720.212,753.876,799.169,857.928,896.727,939.227,984.179,"1,025.36","1,062.47","1,095.54","1,127.75","1,160.77",2017
Madagascar,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Malagasy ariary Data last updated: 08/2019,4.374,5.707,7.528,8.993,9.867,10.91,12.491,14.422,18.22,19.863,22.219,24.116,27.63,30.39,42.239,62.952,75.392,78.778,83.67,90.415,100.062,107.984,125.8,123.657,140.914,166.791,184.747,203.754,222.696,242.636,265.074,290.21,306.792,324.667,344.408,369.908,394.545,427.216,458.366,488.865,519.431,549.341,577.796,606.686,637.02,2018
Madagascar,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",18.278,30.457,31.907,19.469,9.72,10.566,14.492,15.461,26.338,9.017,11.859,8.54,14.567,9.99,38.992,49.036,19.761,4.492,6.21,8.062,10.67,7.917,16.499,-1.704,13.956,18.364,10.766,10.288,9.297,8.954,9.247,9.483,5.714,5.826,6.08,7.404,6.66,8.281,7.291,6.654,6.252,5.758,5.18,5,5,2018
Madagascar,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Malagasy ariary Data last updated: 08/2019,4.338,5.659,7.465,8.919,9.789,10.929,12.099,15.632,18.34,20.283,23.091,25.798,29.945,32.417,52.262,71.762,77.705,81.468,86.684,95.443,104.858,110.817,125.8,124.806,158.912,177.092,196.27,212.393,233.932,252.632,278.388,297.604,314.8,334.5,354.658,381.48,408,444.748,471.704,501.828,532.151,560.888,588.932,618.379,649.297,2018
Madagascar,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,30.457,31.907,19.469,9.759,11.641,10.713,29.196,17.321,10.598,13.843,11.725,16.074,8.256,61.216,37.311,8.282,4.843,6.403,10.105,9.864,5.683,13.521,-0.79,27.327,11.44,10.829,8.214,10.141,7.994,10.195,6.903,5.778,6.258,6.026,7.563,6.952,9.007,6.061,6.386,6.043,5.4,5,5,5,2018
Madagascar,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5). As of Jan 2018, the Central Bank of Madagascar uses the 6th IMF's Balance of Payments and International Investment Position Manual. Primary domestic currency: Malagasy ariary Data last updated: 08/2019",-0.556,-0.363,-0.299,-0.247,-0.193,-0.184,-0.143,-0.141,-0.15,-0.084,-0.265,-0.23,-0.198,-0.258,-0.277,-0.276,-0.153,-0.202,-0.289,-0.225,-0.26,-0.14,-0.477,-0.328,-0.399,-0.725,-0.579,-0.975,-1.698,-1.759,-0.909,-0.766,-0.882,-0.673,-0.034,-0.184,0.057,-0.056,0.098,-0.202,-0.373,-0.449,-0.526,-0.643,-0.753,2018
Madagascar,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-13.763,-10.093,-8.489,-7.037,-6.576,-6.423,-4.378,-5.489,-6.141,-3.357,-8.6,-8.582,-6.587,-7.66,-9.306,-8.734,-3.821,-5.692,-7.74,-6.033,-6.717,-3.092,-10.848,-5.991,-9.143,-14.389,-10.498,-13.283,-18.035,-20.576,-10.414,-7.744,-8.89,-6.349,-0.315,-1.897,0.564,-0.485,0.807,-1.612,-2.734,-3.042,-3.308,-3.755,-4.079,2017
Malawi,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.72,0.765,0.79,0.846,0.92,0.972,1.079,1.209,1.508,1.76,1.803,2.1,2.326,2.912,3.655,6.409,9.356,10.822,13.152,18.024,23.196,28.159,34.086,36.927,41.297,44.352,51.644,52.355,57.501,61.574,68.246,76.259,88.035,110.137,130.718,156.417,186.621,203.215,213.558,225.171,237.526,247.751,256.374,263.493,269.725,2011
Malawi,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2017 Primary domestic currency: Malawi kwacha Data last updated: 08/2019,0.204,0.229,0.251,0.285,0.341,0.378,0.431,0.539,0.722,0.812,0.908,0.983,1.211,1.487,2.002,3.667,5.05,5.512,7.153,10.354,13.419,14.444,15.558,16.776,18.114,19.592,21.226,23.033,25.041,27.149,29.16,31.382,38.066,48.83,60.439,73.651,89.653,100,109.215,118.8,128.746,137.92,146.456,154.427,162.223,2018
Malawi,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",19.19,12,9.524,13.768,19.745,10.638,14.183,25.053,33.838,12.453,11.857,8.227,23.236,22.775,34.659,83.148,37.733,9.137,29.779,44.759,29.597,7.641,7.714,7.827,7.976,8.16,8.337,8.516,8.716,8.416,7.409,7.621,21.296,28.279,23.775,21.86,21.727,11.541,9.215,8.776,8.373,7.125,6.189,5.443,5.048,2018
Malawi,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2017 Primary domestic currency: Malawi kwacha Data last updated: 08/2019,0.132,0.144,0.162,0.192,0.215,0.239,0.272,0.369,0.466,0.462,0.569,0.611,0.831,0.983,1.632,2.855,3.047,3.508,5.373,6.89,9.332,11.396,12.704,13.953,15.863,18.491,20.365,21.897,24.075,25.9,27.524,30.221,40.67,50.227,62.358,77.857,93.405,100,109.892,119.315,128.574,137.232,145.364,153.121,160.739,2018
Malawi,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,8.998,12.511,18.608,11.926,11.054,13.853,35.511,26.372,-0.974,23.2,7.388,36.09,18.309,65.965,74.95,6.7,15.16,53.146,28.231,35.445,22.121,11.48,9.824,13.695,16.561,10.138,7.523,9.945,7.58,6.27,9.798,34.577,23.5,24.152,24.855,19.969,7.061,9.892,8.575,7.76,6.734,5.925,5.336,4.976,2018
Malawi,Current account balance,U.S. dollars,Billions,"Source: National Statistics Office. Other sources: Tobacco Control Commission, Ministry of Mines. Latest actual data: 2017 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Malawi kwacha Data last updated: 08/2019",-0.26,-0.146,-0.112,-0.131,-0.042,-0.126,-0.085,-0.061,-0.087,-0.051,-0.086,-0.228,-0.285,-0.166,-0.181,-0.078,-0.147,-0.276,-0.004,-0.158,-0.073,-0.06,-0.473,-0.331,-0.363,-0.486,-0.697,-0.364,-0.803,-0.632,-0.597,-0.688,-0.55,-0.454,-0.495,-1.101,-1.013,-1.595,-1.054,-1.072,-1.143,-1.126,-1.098,-1.091,-1.07,2017
Malawi,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-12.097,-6.783,-5.458,-6.168,-1.993,-6.443,-4.144,-3.011,-3.754,-1.942,-2.874,-5.959,-9.13,-4.611,-8.684,-3.22,-3.727,-5.98,-0.144,-5.116,-2.431,-2.02,-13.529,-10.299,-10.439,-13.28,-17.421,-8.223,-15.099,-10.199,-8.584,-8.613,-9.203,-8.358,-8.175,-17.198,-18.451,-25.606,-15.28,-14.254,-14.2,-13.191,-12.043,-11.168,-10.211,2011
Mali,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",108.585,109.224,124.364,129.924,140.222,136.278,134.817,129.788,124.633,120.89,121.522,114.872,110.065,110.849,154.134,172.526,165.996,166.788,168.998,169.467,164.735,168.741,171.948,155.993,157.37,164.066,166.646,169.679,178.552,185.416,191.281,210.193,215.735,213.381,212.136,216.007,216.769,216.878,216.138,217.449,217.842,216.987,216.666,216.451,216.211,2018
Mali,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. January of year Primary domestic currency: CFA franc Data last updated: 09/2019,48.547,54.721,56.828,62.796,69.523,75.835,74.783,63.613,69.305,69.196,70.308,71.368,67.153,66.772,82.99,92.653,98.63,97.966,101.954,100.767,100,105.174,110.461,109.015,105.626,112.4,114.108,115.769,126.329,129.129,130.794,134.785,141.956,138.573,142.356,144.409,141.809,144.31,146.812,147.066,148.937,151.414,154.222,157.152,160.137,2018
Mali,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",20.25,12.717,3.852,10.5,10.714,9.078,-1.387,-14.936,8.948,-0.158,1.608,1.508,-5.907,-0.568,24.289,11.643,6.452,-0.673,4.07,-1.164,-0.761,5.174,5.026,-1.309,-3.109,6.414,1.519,1.456,9.121,2.217,1.289,3.051,5.32,-2.383,2.73,1.442,-1.8,1.764,1.734,0.173,1.272,1.663,1.854,1.9,1.9,2018
Mali,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. January of year Primary domestic currency: CFA franc Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,70.034,66.676,63.867,64.141,84.699,92.442,95.014,95.917,98.887,97.541,100,105.223,109.514,104.028,105.625,109.174,113.091,116.016,124.647,126.733,129.197,136.036,139.269,139.269,140.885,142.253,141.134,142.664,144.023,145.464,147.646,150.303,153.159,156.068,159.033,2018
Mali,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.795,-4.214,0.429,32.051,9.142,2.782,0.95,3.096,-1.361,2.521,5.223,4.078,-5.009,1.535,3.361,3.587,2.587,7.439,1.674,1.944,5.294,2.377,0,1.161,0.971,-0.787,1.084,0.953,1,1.5,1.8,1.9,1.9,1.9,2018
Mali,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: CFA franc Data last updated: 09/2019",-0.124,-0.14,-0.115,-0.103,-0.119,-0.21,-0.254,-0.214,-0.241,0.022,-0.03,0.041,-0.008,0.016,-0.09,-0.102,-0.243,-0.18,-0.181,-0.217,-0.257,-0.307,-0.08,-0.278,-0.375,-0.445,-0.225,-0.454,-1.337,-1.118,-1.147,-0.657,-0.273,-0.382,-0.676,-0.698,-1.015,-1.118,-0.645,-0.972,-1.041,-1.298,-1.417,-1.554,-1.67,2018
Mali,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.121,-8.437,-7.849,-7.242,-8.401,-14.703,-12.827,-9.254,-10.411,0.794,-0.931,1.26,-0.231,0.462,-3.5,-3.054,-7.119,-5.607,-5.43,-6.306,-8.672,-8.861,-2.046,-5.894,-6.871,-7.115,-3.258,-5.563,-13.588,-10.937,-10.719,-5.057,-2.193,-2.887,-4.707,-5.323,-7.245,-7.277,-3.754,-5.506,-5.475,-6.348,-6.443,-6.579,-6.619,2018
Mauritius,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",4.904,4.673,4.869,5.321,5.348,5.496,5.76,6.201,6.786,7.29,7.664,8.224,8.452,9.184,9.753,10.127,10.053,10.302,11.054,11.77,11.906,12.392,12.957,13.428,13.975,14.134,14.638,15.44,16.006,15.781,15.775,15.941,16.027,16.183,16.125,16.112,16.289,16.195,16.071,16.01,16.122,16.27,16.413,16.493,16.556,2018
Mauritius,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No. Data refer to calendar years Frequency of source data: Monthly Base year: 2017 Primary domestic currency: Mauritian rupee Data last updated: 09/2019,9.237,11.68,13.244,14.23,15.017,16.266,16.972,17.094,17.709,20.119,22.273,25.128,25.846,29.797,31.982,33.91,36.132,38.6,41.228,44.065,45.924,48.4,51.504,52.887,55.378,58.113,63.292,68.878,75.575,77.482,79.747,84.956,88.235,91.354,94.3,95.502,96.456,100,103.231,104.123,106.559,109.584,112.969,116.601,120.424,2018
